章号,章名,值域代码,值域名称,代码,名称,说明
2,国家标准代码,GB/T 2260-2007,行政区划代码,210900,阜新市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,210902,海州区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,210903,新邱区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,210904,太平区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,210905,清河门区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,210911,细河区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,210921,阜新蒙古族自治县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,210922,彰武县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211000,辽阳市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211002,白塔区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211003,文圣区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211004,宏伟区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211005,弓长岭区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211011,太子河区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211021,辽阳县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211081,灯塔市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211100,盘锦市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211102,双台子区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211103,兴隆台区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211104,大洼区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211122,盘山县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211200,铁岭市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211202,银州区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211204,清河区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211221,铁岭县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211223,西丰县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211224,昌图县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211281,调兵山市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211282,开原市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211300,朝阳市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211302,双塔区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211303,龙城区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211321,朝阳县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211322,建平县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211324,喀喇沁左翼蒙古族自治县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211381,北票市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211382,凌源市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211400,葫芦岛市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211402,连山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211403,龙港区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211404,南票区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211421,绥中县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211422,建昌县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,211481,兴城市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220000,吉林省,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220100,长春市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220102,南关区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220103,宽城区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220104,朝阳区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220105,二道区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220106,绿园区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220112,双阳区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220113,九台区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220122,农安县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220182,榆树市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220183,德惠市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220184,公主岭市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220200,吉林市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220202,昌邑区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220203,龙潭区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220204,船营区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220211,丰满区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220221,永吉县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220281,蛟河市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220282,桦甸市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220283,舒兰市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220284,磐石市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220300,四平市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220302,铁西区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220303,铁东区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220322,梨树县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220323,伊通满族自治县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220382,双辽市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220400,辽源市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220402,龙山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220403,西安区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220421,东丰县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220422,东辽县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220500,通化市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220502,东昌区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220503,二道江区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220521,通化县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220523,辉南县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220524,柳河县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220581,梅河口市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220582,集安市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220600,白山市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220602,浑江区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220605,江源区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220621,抚松县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220622,靖宇县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220623,长白朝鲜族自治县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220681,临江市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220700,松原市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220702,宁江区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220721,前郭尔罗斯蒙古族自治县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220722,长岭县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220723,乾安县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220781,扶余市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220800,白城市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220802,洮北区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220821,镇赉县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220822,通榆县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220881,洮南市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,220882,大安市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222400,延边朝鲜族自治州,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222401,延吉市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222402,图们市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222403,敦化市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222404,珲春市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222405,龙井市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222406,和龙市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222424,汪清县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,222426,安图县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230000,黑龙江省,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230100,哈尔滨市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230102,道里区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230103,南岗区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230104,道外区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230108,平房区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230109,松北区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230110,香坊区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230111,呼兰区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230112,阿城区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230113,双城区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230123,依兰县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230124,方正县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230125,宾县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230126,巴彦县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230127,木兰县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230128,通河县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230129,延寿县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230183,尚志市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230184,五常市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230200,齐齐哈尔市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230202,龙沙区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230203,建华区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230204,铁锋区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230205,昂昂溪区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230206,富拉尔基区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230207,碾子山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230208,梅里斯达斡尔族区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230221,龙江县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230223,依安县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230224,泰来县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230225,甘南县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230227,富裕县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230229,克山县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230230,克东县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230231,拜泉县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230281,讷河市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230300,鸡西市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230302,鸡冠区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230303,恒山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230304,滴道区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230305,梨树区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230306,城子河区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230307,麻山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230321,鸡东县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230381,虎林市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230382,密山市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230400,鹤岗市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230402,向阳区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230403,工农区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230404,南山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230405,兴安区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230406,东山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230407,兴山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230421,萝北县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230422,绥滨县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230500,双鸭山市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230502,尖山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230503,岭东区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230505,四方台区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230506,宝山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230521,集贤县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230522,友谊县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230523,宝清县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230524,饶河县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230600,大庆市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230602,萨尔图区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230603,龙凤区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230604,让胡路区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230605,红岗区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230606,大同区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230621,肇州县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230622,肇源县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230623,林甸县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230624,杜尔伯特蒙古族自治县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230700,伊春市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230717,伊美区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230718,乌翠区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230719,友好区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230722,嘉荫县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230723,汤旺县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230724,丰林县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230725,大箐山县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230726,南岔县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230751,金林区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230781,铁力市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230800,佳木斯市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230803,向阳区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230804,前进区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230805,东风区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230811,郊区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230822,桦南县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230826,桦川县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230828,汤原县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230881,同江市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230882,富锦市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230883,抚远市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230900,七台河市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230902,新兴区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230903,桃山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230904,茄子河区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,230921,勃利县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231000,牡丹江市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231002,东安区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231003,阳明区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231004,爱民区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231005,西安区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231025,林口县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231081,绥芬河市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231083,海林市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231084,宁安市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231085,穆棱市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231086,东宁市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231100,黑河市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231102,爱辉区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231123,逊克县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231124,孙吴县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231181,北安市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231182,五大连池市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231183,嫩江市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231200,绥化市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231202,北林区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231221,望奎县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231222,兰西县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231223,青冈县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231224,庆安县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231225,明水县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231226,绥棱县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231281,安达市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231282,肇东市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,231283,海伦市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,232700,大兴安岭地区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,232701,漠河市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,232721,呼玛县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,232722,塔河县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310000,上海市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310101,黄浦区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310104,徐汇区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310105,长宁区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310106,静安区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310107,普陀区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310109,虹口区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310110,杨浦区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310112,闵行区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310113,宝山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310114,嘉定区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310115,浦东新区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310116,金山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310117,松江区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310118,青浦区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310120,奉贤区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,310151,崇明区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320000,江苏省,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320100,南京市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320102,玄武区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320104,秦淮区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320105,建邺区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320106,鼓楼区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320111,浦口区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320113,栖霞区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320114,雨花台区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320115,江宁区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320116,六合区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320117,溧水区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320118,高淳区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320200,无锡市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320205,锡山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320206,惠山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320211,滨湖区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320213,梁溪区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320214,新吴区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320281,江阴市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320282,宜兴市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320300,徐州市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320302,鼓楼区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320303,云龙区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320305,贾汪区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320311,泉山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320312,铜山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320321,丰县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320322,沛县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320324,睢宁县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320381,新沂市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320382,邳州市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320400,常州市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320402,天宁区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320404,钟楼区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320411,新北区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320412,武进区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320413,金坛区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320481,溧阳市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320500,苏州市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320505,虎丘区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320506,吴中区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320507,相城区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320508,姑苏区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320509,吴江区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320581,常熟市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320582,张家港市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320583,昆山市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320585,太仓市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320600,南通市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320612,通州区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320613,崇川区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320614,海门区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320623,如东县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320681,启东市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320682,如皋市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320685,海安市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320700,连云港市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320703,连云区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320706,海州区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320707,赣榆区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320722,东海县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320723,灌云县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320724,灌南县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320800,淮安市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320803,淮安区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320804,淮阴区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320812,清江浦区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320813,洪泽区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320826,涟水县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320830,盱眙县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320831,金湖县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320900,盐城市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320902,亭湖区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320903,盐都区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320904,大丰区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320921,响水县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320922,滨海县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320923,阜宁县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320924,射阳县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320925,建湖县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,320981,东台市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321000,扬州市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321002,广陵区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321003,邗江区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321012,江都区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321023,宝应县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321081,仪征市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321084,高邮市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321100,镇江市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321102,京口区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321111,润州区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321112,丹徒区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321181,丹阳市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321182,扬中市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321183,句容市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321200,泰州市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321202,海陵区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321203,高港区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321204,姜堰区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321281,兴化市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321282,靖江市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321283,泰兴市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321300,宿迁市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321302,宿城区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321311,宿豫区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321322,沭阳县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321323,泗阳县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,321324,泗洪县,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330000,浙江省,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330100,杭州市,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330102,上城区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330105,拱墅区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330106,西湖区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330108,滨江区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330109,萧山区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330110,余杭区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330111,富阳区,
2,国家标准代码,GB/T 2260-2007,行政区划代码,330112,临安区,
