值域代码,值域名称,代码,名称,说明
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.05.01.04,清肝养阴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.05.01.05,泻肝清肺,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.05.01.06,泻肝清胃,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.05.02,清泄胆热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.05.03,清泄相火,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.06,清热通淋,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.07,清热调经,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.08,清热止带,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.04.09,清热安胎,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.05,清泻虚热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.05.01,潜降虚火,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.05.02,咸寒清热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.05.03,清热除蒸,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.06,清热养阴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.06.01,清热生津,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.06.06.02,清热止渴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.,理气法,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01,理气解郁,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.01,宣通气机,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.02,透邪解郁,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.03,开郁降气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.04,宣肺解郁,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.04.01,宣肺通气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.05,疏肝理气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.05.01,疏肝利胆,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.05.02,平肝降逆,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.05.03,疏肝养血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.05.04,疏肝散结,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.05.05,疏肝化瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.01.05.06,疏肝通络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02,行气降逆,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.01,宣肺降逆,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.01.01,宣肺止咳,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.01.02,降逆平喘,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.01.02.01,宣肺平喘,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.01.02.02,泻肺平喘,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.02,和胃降逆,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.02.01,降逆止呕,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.02.02,降逆止呃,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.02.03,降逆消痞,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.02.03,平冲降逆,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03,理气行滞,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.01,行气和胃,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.02,理气消痞,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.03,理气健脾,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.04,理气消肿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.05,行气宽肠,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.06,利气疏导,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.07,理气调经,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.08,理气安胎,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.09,理气止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.10,理气通络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.11,理气化瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.12,行气破血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.03.13,理气破积,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.07.04,补气升提,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.,理血法,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.01,活血养血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.01.01,祛瘀生新,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.01.02,和营行瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.01.03,和血安胎,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02,活血化瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.01,活血行滞,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.01.01,化瘀宽胸,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.01.02,消散瘀血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.01.03,行血祛瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.01.04,活血散结,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.02,活血消积,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.02.01,化瘀利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.02.02,化瘀消积,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.03,破血行瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.03.01,行血逐瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.03.02,破瘀消肿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.03.03,破瘀散结,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.03.04,破瘀消癥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.03.05,攻下逐瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.02.03.05.01,祛瘀下胎,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.03,活血舒筋,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.03.01,舒筋和络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04,活血通经,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.01,通经止痒,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.02,活血通痹,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.03,活血祛风,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.04,化瘀宣肺,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.05,化瘀宽心,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.06,化瘀理脾,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.07,化瘀养胃,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.08,化瘀养肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.04.09,活血调经,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05,活血通络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.01,和络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.01.01,和营通络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.01.02,宣痹和络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.01.03,消肿和络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.02,祛瘀通络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.02.01,化瘀通脑,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.02.02,化瘀和胃,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.02.03,化瘀疏肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.05.02.04,通络下乳,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.06,活血止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.06.01,和营止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.06.02,宣痹止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.06.03,通经止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.06.04,舒筋止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.06.05,止血定痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.06.06,化瘀止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.06.07,消癥止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.07,活血止血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.07.01,和络止血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.07.02,化瘀止血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.08,化瘀清热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.08.01,凉血化瘀,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.08.08.02,清热化瘀通络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.,祛湿法,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.,化湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01,芳香化湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.01,轻清宣化,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.02,宣散湿邪,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.03,行气化湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.03.01,祛湿除满,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.03.02,祛湿止泻,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.03.03,祛湿止痢,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.04,辟秽化浊,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.04.01,除湿止带,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.05,祛湿解毒,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.01.05.01,祛湿止痒,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.02,散寒除湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.02.01,宣化寒湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.02.02,温化寒湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03,清热祛湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03.01,清热化湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03.01.01,清热化湿行滞,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03.01.02,清热化湿解毒,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03.01.03,清热化湿通络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03.02,清热利湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03.02.01,清泄湿热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03.02.02,清化湿浊,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.03.02.03,清利湿浊,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.04,健脾化湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.04.01,健脾渗湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.04.02,化湿和中,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.04.03,温中化湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.04.04,健脾止带,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.05,除湿通络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.05.01,祛湿宣痹,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.01.05.02,除湿止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.,燥湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.01,辛香燥湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.01.01,祛风燥湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.01.02,辛香化浊,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.01.03,辛香健胃,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.01.04,辛香运脾,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.02,苦温燥湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.03,苦寒燥湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.03.01,燥湿化浊,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.03.02,清热燥湿解毒,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.02.04,燥湿敛疮,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.,渗湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.01,淡渗分利,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.01.01,分清泄浊,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.01.02,宽中利湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.01.03,清心利湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02,清化三焦,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.01,清宣上焦湿热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.02,清化中焦湿热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.02.01,清化脾胃,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.02.02,清利脾经,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.03,清利下焦湿热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.03.01,清利肝胆,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.03.02,清胆利湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.03.03,清利肝经,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.03.04,清利肠道,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.03.02.03.05,清利膀胱,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.,利湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.01,利湿化浊,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.01.01,化湿降浊,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02,利水消肿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.01,祛湿消肿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.01.01,渗湿利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.02,解表利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.02.01,疏风利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.03,化气利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.03.01,散寒利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.03.02,宣肺利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.03.03,健脾利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.09.04.02.03.04,温肾利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.,润燥法,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.01,轻宣润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.01.01,疏表润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.01.02,祛风润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.01.03,轻宣凉燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.01.04,清宣润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.02,清热润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.02.01,清肺润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.03,养血润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.03.01,养营润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.03.02,养血润肤,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.03.03,润肤止痒,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.04,滋阴润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.04.01,生津润燥,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.04.01.01,生津止渴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.04.01.02,润燥止渴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.04.02,增液润肺,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.04.02.01,润燥止咳,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.04.03,增液通便,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.10.04.04,润燥解毒,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.,补益法,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.,补气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.01,补益心气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.01.01,益气生脉,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.01.02,补益心肺,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.02,补益肝气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.03,补益中气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.03.01,补益脾气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.03.01.01,补脾止泻,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.03.01.02,补脾益肺,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.03.01.03,补益脾肾,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.03.02,补胃和中,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.03.03,益气升阳,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.03.03.01,升阳益气散火,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.04,补益肺气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.05,补益肾气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.05.01,补肾纳气,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.05.02,补肾益肺,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.05.03,补肾扶元,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.05.04,补肾安胎,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.06,益气下胎,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.07,补气固脱,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.07.01,益气固脱,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.07.02,补气回阳,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.08,补气祛邪,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.08.01,益气退热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.08.02,补气清热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.08.03,补气化湿,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.08.04,补气祛痰,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.01.08.05,补气利水,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.,补血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.01,补血养心,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.01.01,补血养神,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.01.02,养血复脉,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.02,补血养肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.02.01,养血舒肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.02.02,养血舒筋,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.02.03,养血平肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.03,养血调血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.03.01,养血生津,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.03.02,养血生发,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.03.03,养血润肠,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.03.04,养血和络,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.03.05,养血止血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.03.06,养血调经,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.03.07,养血安胎,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.04,补血固脱,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.04.01,补血温阳,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.04.02,止血补气固脱,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.05,养血祛邪,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.05.01,养血祛风,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.05.02,养血止痒,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.05.03,养血止痛,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.05.04,养血祛痰,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.05.05,养血清热,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.05.06,养血清肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.02.05.07,养血宣痹,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.,滋阴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.01,滋阴生津,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.01.01,滋阴止渴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.02,滋阴补血,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.03,滋补心阴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.03.01,滋阴通脉,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.04,滋补肝阴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.04.01,滋阴疏肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.04.02,滋阴柔肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.04.03,滋补肝肾,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.04.04,滋阴平肝,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.04.05,滋阴潜阳,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.05,滋补脾阴,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.05.01,养胃生津,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.05.02,滋阴益胃,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.05.03,滋阴通便,
GB/T 16751.3-2023,中医临床诊疗术语 第3部分：治法,C02.11.03.06,滋补肺阴,
