值域代码,值域名称,代码,名称,说明
CV04.10.006,巩膜检查结果代码,3,充血,
CV04.10.006,巩膜检查结果代码,9,其他,
CV04.10.011,淋巴结检查结果代码,1,未触及,
CV04.10.011,淋巴结检查结果代码,2,锁骨上,
CV04.10.011,淋巴结检查结果代码,3,腋窝,
CV04.10.011,淋巴结检查结果代码,9,其他,
CV04.10.014,下肢水肿检查结果代码,1,无下肢水肿,
CV04.10.014,下肢水肿检查结果代码,2,单侧下肢水肿,
CV04.10.014,下肢水肿检查结果代码,3,双侧不对称下肢水肿,
CV04.10.014,下肢水肿检查结果代码,4,双侧对称下肢水肿,
CV04.10.013,肛门指诊检查结果代码表,1,未及异常,
CV04.10.013,肛门指诊检查结果代码表,2,触痛,
CV04.10.013,肛门指诊检查结果代码表,3,包块,
CV04.10.013,肛门指诊检查结果代码表,4,前列腺异常,
CV04.10.013,肛门指诊检查结果代码表,9,其他,
CV04.10.012,乳腺检查结果代码表,1,未见异常,
CV04.10.012,乳腺检查结果代码表,2,乳房切除,
CV04.10.012,乳腺检查结果代码表,3,异常泌乳,
CV04.10.012,乳腺检查结果代码表,4,乳腺包块,
CV04.10.012,乳腺检查结果代码表,5,乳腺结节,
CV04.10.012,乳腺检查结果代码表,6,溢液,
CV04.10.012,乳腺检查结果代码表,9,其他,
CV04.50.005,ABO血型代码,1,A型,
CV04.50.005,ABO血型代码,2,B型,
CV04.50.005,ABO血型代码,3,O型,
CV04.50.005,ABO血型代码,4,AB型,
CV04.50.005,ABO血型代码,5,不详,
CV04.50.005,ABO血型代码,6,未查,
CV03.00.301,环境危险因素暴露类别代码表,1,无,
CV03.00.301,环境危险因素暴露类别代码表,2,化学品,
CV03.00.301,环境危险因素暴露类别代码表,3,毒物,
CV03.00.301,环境危险因素暴露类别代码表,4,射线,
CV03.00.301,环境危险因素暴露类别代码表,5,不详,
CV03.00.301,环境危险因素暴露类别代码表,9,其他,
CV06.00.229,医嘱项目类型代码,1,药品类医嘱,
CV06.00.229,医嘱项目类型代码,2,检查类医嘱,
CV06.00.229,医嘱项目类型代码,3,检验类医嘱,
CV06.00.229,医嘱项目类型代码,4,手术类医嘱,
CV06.00.229,医嘱项目类型代码,5,处置类医嘱,
CV06.00.229,医嘱项目类型代码,6,材料类医嘱,
CV06.00.229,医嘱项目类型代码,7,嘱托医嘱,
CV06.00.229,医嘱项目类型代码,8,输血类医嘱,
CV06.00.229,医嘱项目类型代码,99,其他医嘱,
CV05.10.022,手术切口类别代码,1,0类切口,有手术，但体表无切口或腔镜手术切口
CV05.10.022,手术切口类别代码,2,Ⅰ类切口,无菌切口
CV05.10.022,手术切口类别代码,3,Ⅱ类切口,沾染切口
CV05.10.022,手术切口类别代码,4,Ⅲ类切口,感染切口
CV05.10.010,病情转归代码表,1,治愈,达到治愈标准或症状消失、功能恢复、创口愈合
CV05.10.010,病情转归代码表,2,好转,达到好转标准或症状减轻、功能部分恢复、体征改善
CV05.10.010,病情转归代码表,3,稳定,病情无明显变化或加重
CV05.10.010,病情转归代码表,4,恶化,病情加重
CV05.10.010,病情转归代码表,5,死亡,患者死亡
CV05.10.010,病情转归代码表,6,无效,
CV05.10.010,病情转归代码表,7,未治,
CV05.10.010,病情转归代码表,8,未愈,
CV05.10.010,病情转归代码表,9,其他,通常指非伤病而又需医学处置的情况
CV06.00.227,操作部位代码表,1,双侧鼻孔,
CV06.00.227,操作部位代码表,2,臀部,
CV06.00.227,操作部位代码表,3,左臂,
CV06.00.227,操作部位代码表,4,左前胸,
CV06.00.227,操作部位代码表,5,左肘前窝,
CV06.00.227,操作部位代码表,6,左三角肌,
CV06.00.227,操作部位代码表,7,左耳,
CV06.00.227,操作部位代码表,8,左外颈,
CV06.00.227,操作部位代码表,9,左足,
CV06.00.227,操作部位代码表,10,左臂中肌,
CV06.00.227,操作部位代码表,11,左手,
CV06.00.227,操作部位代码表,12,左内颈,
CV06.00.227,操作部位代码表,13,左下腹,
CV06.00.227,操作部位代码表,14,左下臂,
CV06.00.227,操作部位代码表,15,左中臂,
CV06.00.227,操作部位代码表,16,左侧鼻孔,
CV06.00.227,操作部位代码表,17,左后胸,
CV06.00.227,操作部位代码表,18,左锁骨下,
CV06.00.227,操作部位代码表,19,左锁骨下,
CV06.00.227,操作部位代码表,20,左上臂,
CV06.00.227,操作部位代码表,21,左上腹,
CV06.00.227,操作部位代码表,22,左腹侧臂肌,
CV06.00.227,操作部位代码表,23,左股外肌,
CV06.00.227,操作部位代码表,24,右眼,
CV06.00.227,操作部位代码表,25,左眼,
CV06.00.227,操作部位代码表,26,双眼,
CV06.00.227,操作部位代码表,27,肛门,
CV06.00.227,操作部位代码表,28,会阴,
CV06.00.227,操作部位代码表,29,右臂,
CV06.00.227,操作部位代码表,30,右前胸,
CV06.00.227,操作部位代码表,31,右肘前窝,
CV06.00.227,操作部位代码表,32,右侧三角肌,
CV06.00.227,操作部位代码表,33,右耳,
CV06.00.227,操作部位代码表,34,右外颈,
CV06.00.227,操作部位代码表,35,右足,
CV06.00.227,操作部位代码表,36,右臂中肌,
CV06.00.227,操作部位代码表,37,右手,
CV06.00.227,操作部位代码表,38,右内颈,
CV06.00.227,操作部位代码表,39,右下腹,
CV06.00.227,操作部位代码表,40,右下臂,
CV06.00.227,操作部位代码表,41,右中臂,
CV06.00.227,操作部位代码表,42,右后胸,
CV06.00.227,操作部位代码表,43,右锁骨下,
CV06.00.227,操作部位代码表,44,右大腿,
CV06.00.227,操作部位代码表,45,右上臂,
CV06.00.227,操作部位代码表,46,右上腹,
CV06.00.227,操作部位代码表,47,右腹侧臂肌,
CV06.00.227,操作部位代码表,48,右股外侧肌,
CV06.00.227,操作部位代码表,99,其他,
CV06.00.103,麻醉方法代码表,0,有手术无麻醉,
CV06.00.103,麻醉方法代码表,1,全身麻醉,用麻醉剂使全身处于麻醉状态
CV06.00.103,麻醉方法代码表,11,吸入麻醉,用吸入麻醉剂的方法使全身处于麻醉状态
CV06.00.103,麻醉方法代码表,12,静脉麻醉,经静脉注入麻醉剂使全身处于麻醉状态
CV06.00.103,麻醉方法代码表,13,基础麻醉,麻醉前先使患者神志消失的方法
CV06.00.103,麻醉方法代码表,2,椎管内麻醉,将麻醉药注入椎管内达到局部麻醉效果的方法
CV06.00.103,麻醉方法代码表,21,蛛网膜下腔阻滞麻醉法,将麻醉药注入蛛网膜下腔达到局部麻醉效果的方法
CV06.00.103,麻醉方法代码表,22,硬脊膜外腔阻滞麻醉,将麻醉药注入硬脊膜外腔产生局部麻醉效果的方法
CV06.00.103,麻醉方法代码表,3,局部麻醉,将麻醉药直接注入施行手术的组织内或手术部位周围的麻醉方法
CV06.00.103,麻醉方法代码表,31,神经丛阻滞麻醉,将局部麻醉药注射于神经丛附近，使通过神经丛的神经及其所分布的区域产生局部麻醉的方法
CV06.00.103,麻醉方法代码表,32,神经节阻滞麻醉,将局部麻醉药注射于神经节附近，使通过神经节的神经及其所分布的区域产生局部麻醉的方法
CV06.00.103,麻醉方法代码表,33,神经阻滞麻醉,将局麻药物注射于神经干的周围，使该神经分布的区域产生麻醉作用的方法
CV06.00.103,麻醉方法代码表,34,区域阻滞麻醉,将局麻药注射于手术野外周，使通往手术野以及由手术野传出的神经末梢皆受到阻滞的局部麻醉方法
CV06.00.103,麻醉方法代码表,35,局部浸润麻醉,将局麻药沿手术切口线分层注入组织内，以阻滞组织中的神经末梢的麻醉方法
CV06.00.103,麻醉方法代码表,36,表面麻醉,将麻醉药直接与黏膜或皮肤接触，使支配该部分黏膜或皮肤内的神经末梢被阻滞的麻醉方法
CV06.00.103,麻醉方法代码表,4,针刺麻醉,中医针刺镇痛
CV06.00.103,麻醉方法代码表,5,复合麻醉,用一种以上药物或采用多种麻醉方法以增强麻醉效果
CV06.00.103,麻醉方法代码表,51,静吸复合全麻,静脉麻醉和吸入麻醉共同作用产生麻醉效果
CV06.00.103,麻醉方法代码表,52,针药复合麻醉,针刺麻醉和药物麻醉共同作用产生麻醉效果
CV06.00.103,麻醉方法代码表,53,神经丛与硬膜外阻滞复合麻醉,神经丛阻滞麻醉和硬脊膜外腔阻滞麻醉共同作用产生麻醉效果
CV06.00.103,麻醉方法代码表,54,全麻复合全身降温,在全身麻醉的同时主动降低患者体温
CV06.00.103,麻醉方法代码表,55,全麻复合控制性降压,在全身麻醉的同时降低患者的血压
CV06.00.103,麻醉方法代码表,5X,复合麻醉扩充内容,增补的复合麻醉方法
CV06.00.103,麻醉方法代码表,6,硬膜外麻,
CV06.00.103,麻醉方法代码表,X,麻醉方法扩充内容,增补的麻醉方法
CV06.00.103,麻醉方法代码表,9,其他麻醉方法,以上未提及的其他麻醉方法
CV02.01.102,出生(分娩)地点类别代码,1,医院,WS364.3-2023
CV02.01.102,出生(分娩)地点类别代码,11,省(市)级医院,WS364.3-2023
CV02.01.102,出生(分娩)地点类别代码,12,县(区)级医院,WS364.3-2023
CV02.01.102,出生(分娩)地点类别代码,2,妇幼保健院,WS364.3-2023
CV02.01.102,出生(分娩)地点类别代码,3,乡(街道)卫生机构,WS364.3-2023
CV02.01.102,出生(分娩)地点类别代码,4,村(诊所)卫生机构,WS364.3-2023
CV02.01.102,出生(分娩)地点类别代码,5,途中,WS364.3-2023
CV02.01.102,出生(分娩)地点类别代码,6,家庭(家中),WS364.3-2023
CV02.01.102,出生(分娩)地点类别代码,9,其他,WS364.3-2023
CV02.01.201,血缘关系代码,1,无血缘关系,
CV02.01.201,血缘关系代码,2,直系血缘关系,
CV02.01.201,血缘关系代码,3,三代以内的旁系血缘关系,
CV02.01.201,血缘关系代码,4,三代以外的旁系血缘关系,
CV02.01.201,血缘关系代码,5,不详,
CV02.01.201,血缘关系代码,9,其他,
CV5501.14,手术切口愈合等级,0,有手术，但体表无切口或腔镜手术切口,
CV5501.14,手术切口愈合等级,1,甲,
CV5501.14,手术切口愈合等级,2,乙,
CV5501.14,手术切口愈合等级,3,丙,
CV5501.14,手术切口愈合等级,4,其他,
CV5501.14,手术切口愈合等级,11,I/甲,
CV5501.14,手术切口愈合等级,12,I/乙,
CV5501.14,手术切口愈合等级,13,I/丙,
CV5501.14,手术切口愈合等级,14,I/其他,
CV5501.14,手术切口愈合等级,21,II/甲,
CV5501.14,手术切口愈合等级,22,II/乙,
CV5501.14,手术切口愈合等级,23,II/丙,
CV5501.14,手术切口愈合等级,24,II/其他,
CV5501.14,手术切口愈合等级,31,III/甲,
CV5501.14,手术切口愈合等级,32,III/乙,
CV5501.14,手术切口愈合等级,33,III/丙,
CV5501.14,手术切口愈合等级,34,III/其他,
CV04.50.019,阴道分泌物检查结果代码表,1,未见异常,
CV04.50.019,阴道分泌物检查结果代码表,2,滴虫,
CV04.50.019,阴道分泌物检查结果代码表,3,假丝酵母菌,
CV04.50.019,阴道分泌物检查结果代码表,9,其他,
CV04.50.010,阴道分泌物清洁度代码,1,Ⅰ度,
CV04.50.010,阴道分泌物清洁度代码,2,Ⅱ度,
CV04.50.010,阴道分泌物清洁度代码,3,Ⅲ度,
CV04.50.010,阴道分泌物清洁度代码,4,Ⅳ度,
CV05.10.006,儿童生长发育评价结果代码,1,上,WS 364.11-2011
CV05.10.006,儿童生长发育评价结果代码,2,中,WS 364.11-2011
CV05.10.006,儿童生长发育评价结果代码,21,中上,WS 364.11-2011
CV05.10.006,儿童生长发育评价结果代码,22,中偏上,WS 364.11-2011
CV05.10.006,儿童生长发育评价结果代码,23,中偏下,WS 364.11-2011
CV05.10.006,儿童生长发育评价结果代码,24,中下,WS 364.11-2011
CV05.10.006,儿童生长发育评价结果代码,3,下,WS 364.11-2011
CV04.10.021,可疑佝偻病症状代码,1,无,
CV04.10.021,可疑佝偻病症状代码,2,夜惊,
CV04.10.021,可疑佝偻病症状代码,3,多汗,
CV04.10.021,可疑佝偻病症状代码,4,烦躁,
CV04.10.021,可疑佝偻病症状代码,9,其他,
CV06.00.217,儿童健康指导类别代码,1,科学喂养,WS 364.12—2011
CV06.00.217,儿童健康指导类别代码,2,合理膳食,WS 364.12—2011
CV06.00.217,儿童健康指导类别代码,3,生长发育,WS 364.12—2011
CV06.00.217,儿童健康指导类别代码,4,疾病预防,WS 364.12—2011
CV06.00.217,儿童健康指导类别代码,5,预防意外伤害,WS 364.12—2011
CV06.00.217,儿童健康指导类别代码,6,口腔保健,WS 364.12—2011
CV06.00.217,儿童健康指导类别代码,9,其他,WS 364.12—2011
CV04.50.006,采血方式代码,1,针刺采血,
CV04.50.006,采血方式代码,2,静脉采血,
CV04.50.006,采血方式代码,3,动脉采血,
CV04.50.006,采血方式代码,4,伤口采血,
CV04.50.006,采血方式代码,9,其他,
CV04.50.007,采血部位代码,1,足跟,
CV04.50.007,采血部位代码,2,手指,
CV04.50.007,采血部位代码,3,股静脉,
CV04.50.007,采血部位代码,4,颈静脉,
CV04.50.007,采血部位代码,5,脐静脉,
CV04.50.007,采血部位代码,6,桡静脉,
CV04.50.007,采血部位代码,9,其他,
CV04.50.009,新生儿疾病筛查方法代码,1,酶免疫分析法,
CV04.50.009,新生儿疾病筛查方法代码,2,放射免疫分析法,
CV04.50.009,新生儿疾病筛查方法代码,3,免疫放射法,
CV04.50.009,新生儿疾病筛查方法代码,4,时间分辨荧光免疫分析法,
CV04.50.009,新生儿疾病筛查方法代码,5,酶荧光免疫分析法,
CV04.50.009,新生儿疾病筛查方法代码,6,细菌抑制法,
CV04.50.009,新生儿疾病筛查方法代码,9,其他,
CV09.00.301,检查结果通知形式代码表,1,自取,
CV09.00.301,检查结果通知形式代码表,2,电话,
CV09.00.301,检查结果通知形式代码表,3,函件,
CV09.00.301,检查结果通知形式代码表,4,电子邮件,
CV09.00.301,检查结果通知形式代码表,5,短信,
CV09.00.301,检查结果通知形式代码表,9,其他,
CV05.01.039,5岁以下儿童死因分类代码,1,痢疾,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,2,败血症,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,3,麻疹,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,4,结核,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,5,其他传染病和寄生虫病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,6,白血病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,7,其他肿瘤,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,8,脑膜炎,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,9,其他神经系统疾病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,10,肺炎,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,11,其他呼吸系统疾病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,12,腹泻,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,13,其他消化系统疾病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,14,先天性心脏病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,15,神经管畸形,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,16,先天愚型,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,17,其他先天异常,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,18,早产或低出生体重,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,19,出生窒息,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,20,新生儿破伤风,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,21,新生儿硬肿症,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,22,颅内出血,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,23,其他新生儿病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,24,溺水,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,25,交通意外,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,26,意外窒息,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,27,意外中毒,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,28,意外跌落,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,29,其他意外,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,30,内分泌、营养及代谢疾病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,31,血液及造血器官疾病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,32,循环系统疾病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,33,泌尿系统疾病,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,34,诊断不明,WS 364.10-2011
CV05.01.039,5岁以下儿童死因分类代码,99,其他,WS 364.10-2011
CV5502.20,疾病诊断类别代码,1,出院诊断,住院期间所发现并明确的一切疾病诊断及伤残名称。
CV5502.20,疾病诊断类别代码,2,门诊诊断,在门诊、所下诊断，含疗养的接诊诊断
CV5502.20,疾病诊断类别代码,3,入院初步诊断,入院后首次诊断
CV5502.20,疾病诊断类别代码,4,术前诊断,
CV5502.20,疾病诊断类别代码,5,术后诊断,
CV5502.20,疾病诊断类别代码,6,尸检诊断,死亡患者的尸检诊断
CV5502.20,疾病诊断类别代码,7,放射诊断,放射线检查明确的诊断
CV5502.20,疾病诊断类别代码,8,超声诊断,超声波检查明确的诊断
CV5502.20,疾病诊断类别代码,9,病理诊断,病理组织学检查明确的诊断
CV5502.20,疾病诊断类别代码,10,并发症诊断,在已患疾病的基础上发生的病症
CV5502.20,疾病诊断类别代码,11,院内感染诊断,入院48小时以上，由于病原体侵入而发生的各种病症
CV5502.20,疾病诊断类别代码,12,主要诊断,一次就医或住院的主要原因
CV5502.20,疾病诊断类别代码,13,次要诊断,一次就医或住院伴随主要诊断的疾病
CV5502.20,疾病诊断类别代码,99,其他,无法按上述类别归类
CV5502.21,中医疾病诊断类别代码,1,门诊中医诊断病名,指患者在门诊或急诊确定的中医诊断病名
CV5502.21,中医疾病诊断类别代码,2,入院中医诊断病名,指患者在住院后第一次确定的中医诊断病名
CV5502.21,中医疾病诊断类别代码,3,出院中医诊断病名,指患者在住院期间经治医师确定的最后中医诊断病名
CV5502.21,中医疾病诊断类别代码,4,门诊中医诊断证候,指患者在门诊或急诊确定的中医诊断证候
CV5502.21,中医疾病诊断类别代码,5,入院中医诊断证候,指患者在住院后第一次确定的中医诊断证候
CV5502.21,中医疾病诊断类别代码,6,出院中医诊断证候,指患者在住院期间经治医师确定的最后中医诊断证候
CV08.10.004,主要致死疾病的最高诊断机构级别代码,1,省级(市)医院,
CV08.10.004,主要致死疾病的最高诊断机构级别代码,2,地区级(市)医院,
CV08.10.004,主要致死疾病的最高诊断机构级别代码,3,县级(区)医院,
CV08.10.004,主要致死疾病的最高诊断机构级别代码,4,乡镇卫生院(社区服务中心),
CV08.10.004,主要致死疾病的最高诊断机构级别代码,5,村卫生室(社区服务站),
CV08.10.004,主要致死疾病的最高诊断机构级别代码,6,未就诊,
CV08.10.004,主要致死疾病的最高诊断机构级别代码,7,不详,
CV08.10.004,主要致死疾病的最高诊断机构级别代码,99,其他,
CV05.10.015,5岁以下儿童未治疗或未就医原因代码表,1,经济因难,WS 364.11-2011
CV05.10.015,5岁以下儿童未治疗或未就医原因代码表,2,交通不便,WS 364.11-2011
CV05.10.015,5岁以下儿童未治疗或未就医原因代码表,3,来不及送医院,WS 364.11-2011
CV05.10.015,5岁以下儿童未治疗或未就医原因代码表,4,家长认为病情不严重,WS 364.11-2011
CV05.10.015,5岁以下儿童未治疗或未就医原因代码表,5,风俗习惯,WS 364.11-2011
CV05.10.015,5岁以下儿童未治疗或未就医原因代码表,9,其他,WS 364.11-2011
CV05.01.037,死亡最高诊断依据类别代码,1,尸检,医疗机构的尸体解剖及公安部门的尸解/尸检
CV05.01.037,死亡最高诊断依据类别代码,2,病理,包括活体脱落细胞学检查及组织检查等病理检查
CV05.01.037,死亡最高诊断依据类别代码,3,手术,以手术为诊断依据而未进行理化检查
CV05.01.037,死亡最高诊断依据类别代码,4,临床+理化,包括B超、X光、心电图等特殊检查
CV05.01.037,死亡最高诊断依据类别代码,5,临床,以临床检查为诊断依据而未进行理化检查
CV05.01.037,死亡最高诊断依据类别代码,6,死后推断,"生前无任何疾病诊断,根据调查后推断死因"
CV05.01.037,死亡最高诊断依据类别代码,7,不详,
CV04.10.001,附件检查结果代码,1,正常,
CV04.10.001,附件检查结果代码,2,缺失,
CV04.10.001,附件检查结果代码,3,增厚,
CV04.10.001,附件检查结果代码,4,包块,
CV04.10.001,附件检查结果代码,5,压痛,
CV04.10.001,附件检查结果代码,9,其他,
CV04.10.003,妇科检查方式代码,1,外阴部检查,
CV04.10.003,妇科检查方式代码,2,阴道窥器检查,
CV04.10.003,妇科检查方式代码,3,双合诊,
CV04.10.003,妇科检查方式代码,4,三合诊,
CV04.10.003,妇科检查方式代码,5,直肠-腹部诊,
CV04.10.003,妇科检查方式代码,9,其他,
CV05.10.005,婚前医学检查结果代码,1,未发现医学上不宜结婚的异常情况和疾病,WS 364.11-2011
CV05.10.005,婚前医学检查结果代码,2,患有在传染期内的指定传染病,WS 364.11-2011
CV05.10.005,婚前医学检查结果代码,3,患有在发病期内的有关精神病,WS 364.11-2011
CV05.10.005,婚前医学检查结果代码,4,患有不宜生育的严重遗传性疾病或其他重要器官疾病,WS 364.11-2011
CV05.10.005,婚前医学检查结果代码,9,患有医学上认为不宜结婚的疾病,WS 364.11-2011
CV06.00.210,婚检医学意见代码,1,未发现医学上不宜结婚的情形,
CV06.00.210,婚检医学意见代码,2,建议暂缓结婚,
CV06.00.210,婚检医学意见代码,3,建议不宜生育,
CV06.00.210,婚检医学意见代码,4,建议不宜结婚,
CV06.00.210,婚检医学意见代码,5,建议采取医学措施、尊重受检者意愿,
CV02.10.002,妊娠终止方式代码,1,自然流产,
CV02.10.002,妊娠终止方式代码,2,人工流产,
CV02.10.002,妊娠终止方式代码,21,负压吸引、钳刮术流产,
CV02.10.002,妊娠终止方式代码,22,药物流产,
CV02.10.002,妊娠终止方式代码,3,阴道自然分娩,
CV02.10.002,妊娠终止方式代码,31,会阴切开,
CV02.10.002,妊娠终止方式代码,32,会阴未切,
CV02.10.002,妊娠终止方式代码,4,阴道手术助产,
CV02.10.002,妊娠终止方式代码,41,产钳助产,
CV02.10.002,妊娠终止方式代码,42,臀位助产,
CV02.10.002,妊娠终止方式代码,43,胎头吸引,
CV02.10.002,妊娠终止方式代码,49,其他阴道手术助产,
CV02.10.002,妊娠终止方式代码,5,剖宫产,
CV02.10.002,妊娠终止方式代码,51,子宫下段横切口剖宫产,
CV02.10.002,妊娠终止方式代码,52,子宫体剖宫产,
CV02.10.002,妊娠终止方式代码,53,腹膜外剖宫产,
CV02.10.002,妊娠终止方式代码,9,其他,
CV04.01.001,妇科及乳腺不适症状代码,1,无,
CV04.01.001,妇科及乳腺不适症状代码,2,外阴瘙痒,
CV04.01.001,妇科及乳腺不适症状代码,3,白带异常,
CV04.01.001,妇科及乳腺不适症状代码,4,宫颈触血,
CV04.01.001,妇科及乳腺不适症状代码,5,下腹不适,
CV04.01.001,妇科及乳腺不适症状代码,6,情绪改变,
CV04.01.001,妇科及乳腺不适症状代码,7,潮热出汗,
CV04.01.001,妇科及乳腺不适症状代码,8,月经不规律,
CV04.01.001,妇科及乳腺不适症状代码,9,失眠,
CV04.01.001,妇科及乳腺不适症状代码,10,乳房疼痛,
CV04.01.001,妇科及乳腺不适症状代码,11,乳腺肿块,
CV04.01.001,妇科及乳腺不适症状代码,12,乳腺异常泌乳,
CV04.01.001,妇科及乳腺不适症状代码,13,性交出血,
CV04.01.001,妇科及乳腺不适症状代码,14,性交疼痛,
CV04.01.001,妇科及乳腺不适症状代码,15,绝经后阴道出血,
CV04.01.001,妇科及乳腺不适症状代码,99,其他,
CV06.00.104,宫内节育器放置时期代码,1,月经干净后,
CV06.00.104,宫内节育器放置时期代码,2,行经期,
CV06.00.104,宫内节育器放置时期代码,3,阴道分娩时,
CV06.00.104,宫内节育器放置时期代码,4,剖宫产时,
CV06.00.104,宫内节育器放置时期代码,5,产后恶露净,
CV06.00.104,宫内节育器放置时期代码,6,产后恶露未净,
CV06.00.104,宫内节育器放置时期代码,7,人流吸宫术后,
CV06.00.104,宫内节育器放置时期代码,8,钳刮术后,
CV06.00.104,宫内节育器放置时期代码,9,中期引产清宫术后,
CV06.00.104,宫内节育器放置时期代码,99,其他,
CV08.50.101,宫内节育器种类代码,1,带铜宫形宫内节育器,
CV08.50.101,宫内节育器种类代码,2,带铜T形宫内节育器,
CV08.50.101,宫内节育器种类代码,3,吉妮宫内节育器,
CV08.50.101,宫内节育器种类代码,4,母体乐宫内节育器,
CV08.50.101,宫内节育器种类代码,5,活性γ型宫内节育器,
CV08.50.101,宫内节育器种类代码,6,吲哚美辛-VCu200宫内节育器,
CV08.50.101,宫内节育器种类代码,7,药铜环165宫内节育器,
CV08.50.101,宫内节育器种类代码,8,左炔诺孕酮宫内节育器,
CV08.50.101,宫内节育器种类代码,99,其他,
CV06.00.105,皮下埋植剂埋植时期代码,1,经期,
CV06.00.105,皮下埋植剂埋植时期代码,2,哺乳闭经,
CV06.00.105,皮下埋植剂埋植时期代码,3,人流后即时,
CV06.00.105,皮下埋植剂埋植时期代码,9,其他,
CV06.00.106,输卵管结扎手术方式代码,1,近端包埋法,
CV06.00.106,输卵管结扎手术方式代码,2,银夹法,
CV06.00.106,输卵管结扎手术方式代码,3,改良普氏法,
CV06.00.106,输卵管结扎手术方式代码,9,其他,
CV06.00.107,输卵管结扎部位代码,1,伞部,
CV06.00.107,输卵管结扎部位代码,2,壶腹部,
CV06.00.107,输卵管结扎部位代码,3,峡部,
CV06.00.107,输卵管结扎部位代码,4,间质部,
CV06.00.107,输卵管结扎部位代码,9,其他,
CV04.10.002,子宫大小代码,1,正常,
CV04.10.002,子宫大小代码,2,增大,
CV04.10.002,子宫大小代码,3,缩小,
CV04.10.002,子宫大小代码,9,其他,
CV02.10.005,既往常见疾病种类代码表,1,无,
CV02.10.005,既往常见疾病种类代码表,2,高血压,
CV02.10.005,既往常见疾病种类代码表,3,糖尿病,
CV02.10.005,既往常见疾病种类代码表,4,心脏病,
CV02.10.005,既往常见疾病种类代码表,5,慢性阻塞性肺疾病,
CV02.10.005,既往常见疾病种类代码表,6,肿瘤,
CV02.10.005,既往常见疾病种类代码表,7,脑卒中,
CV02.10.005,既往常见疾病种类代码表,8,甲状腺病,
CV02.10.005,既往常见疾病种类代码表,9,精神心理疾患,
CV02.10.005,既往常见疾病种类代码表,10,结核病,
CV02.10.005,既往常见疾病种类代码表,11,肝脏疾病,
CV02.10.005,既往常见疾病种类代码表,12,先天畸形,
CV02.10.005,既往常见疾病种类代码表,13,职业病,
CV02.10.005,既往常见疾病种类代码表,14,肾脏疾病,
CV02.10.005,既往常见疾病种类代码表,15,贫血,
CV02.10.005,既往常见疾病种类代码表,16,乙型肝炎,
CV02.10.005,既往常见疾病种类代码表,17,淋病/梅毒/衣原体感染等,
CV02.10.005,既往常见疾病种类代码表,18,癫痫,
CV02.10.005,既往常见疾病种类代码表,98,其他法定传染病,
CV02.10.005,既往常见疾病种类代码表,99,其他,
CV03.00.403,接触有害因素类别代码表,1,饮酒,
CV03.00.403,接触有害因素类别代码表,2,吸烟,
CV03.00.403,接触有害因素类别代码表,3,放射线,
CV03.00.403,接触有害因素类别代码表,4,化学制剂,
CV03.00.403,接触有害因素类别代码表,5,农药,
CV03.00.403,接触有害因素类别代码表,6,服用药物,
CV03.00.403,接触有害因素类别代码表,7,噪音,
CV03.00.403,接触有害因素类别代码表,8,高温,
CV03.00.403,接触有害因素类别代码表,9,密切接触猫狗等家畜、宠物,
CV03.00.403,接触有害因素类别代码表,10,振动,
